Accession ID,HA Segment ID,Virus name,Collection date,Location,Passage history,Originating lab,Originating sample ID,Submitting lab,Submitting sample ID,Submitter,Authors,Publication,Submission date,Update date,Representative accession
EPI_ISL_18133416,EPI2712225|A/Blue-winged Teal/South Carolina/USDA-000345-003/2021_HA,A/Blue-winged Teal/South Carolina/USDA-000345-003/2021,12/30/21,North America / United States / South Carolina,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.",,8/24/23,,EPI_ISL_18133029
EPI_ISL_18133002,EPI2708920|A/Bald Eagle/South Dakota/USDA-009685-001/2022_HA,A/Bald Eagle/South Dakota/USDA-009685-001/2022,3/1/22,North America / United States / South Dakota,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133002
EPI_ISL_18132850,EPI2707704|A/Bald Eagle/Ohio/USDA-007469-001/2022_HA,A/Bald Eagle/Ohio/USDA-007469-001/2022,3/2/22,North America / United States / Ohio,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18132650,EPI2706109|A/chicken/Missouri/USDA-006569-007/2022_HA,A/chicken/Missouri/USDA-006569-007/2022,3/2/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18132628,EPI2705934|A/chicken/Missouri/USDA-006569-001/2022_HA,A/chicken/Missouri/USDA-006569-001/2022,3/2/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18132625,EPI2705910|A/chicken/Missouri/USDA-006569-004/2022_HA,A/chicken/Missouri/USDA-006569-004/2022,3/2/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18132622,EPI2705883|A/chicken/Missouri/USDA-006569-005/2022_HA,A/chicken/Missouri/USDA-006569-005/2022,3/2/22,North America / United States / Missouri,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133260,EPI2710986|A/Mallard/Illinois/USDA-007482-001/2022_HA,A/Mallard/Illinois/USDA-007482-001/2022,3/2/22,North America / United States / Illinois,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_11628245,EPI2008797|Seq276,A/chicken/Missouri/22-006569-002/2022,3/2/22,North America / United States / Missouri / Stoddard,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,22-006569-002,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Chinh,Thanh;Love, Emily;Franzen,Kerrie;Killian,Mary;Koster,Leo;Lantz,Kristina;Stuber,Tod;Hicks,Jessica","Wendy Puryear, Kaitlin Sawatzki, Nichola Hill, Alexa Foss, Jonathon J. Stone, Lynda Doughty, Dominique Walk, Katie Gilbert, Maureen Murray, Elena Cox, Priya Patel, Zak Mertz, Stephanie Ellis, Jennifer Taylor, Deborah Fauquier, Ainsley Smith, Robert A. DiGiovanni, Adriana van de Guchte, Ana Silvia Gonzalez-Reiche, Zain Khalil, Harm van Bakel, Mia K. Torchetti, Kristina Lantz, Julianna B. Lenoch, Jonathan Runstadler Highly Pathogenic Avian Influenza A(H5N1) Virus Outbreak in New England Seals, United States https://doi.org/10.3201/eid2904.221538 Emerging Infectious Diseases, (): , , 2023 Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",3/31/22,3/31/22,EPI_ISL_18133029
EPI_ISL_11628244,EPI2008789|Seq268,A/chicken/Missouri/22-006569-001/2022,3/2/22,North America / United States / Missouri / Stoddard,original,National Veterinary Services Laboratories - USDA,,National Veterinary Services Laboratories - USDA,22-006569-001,Mary Lea Killian (National Veterinary Services Laboratories - USDA / Diagnostic Virology Laboratory),"Chinh,Thanh;Love, Emily;Franzen,Kerrie;Killian,Mary;Koster,Leo;Lantz,Kristina;Stuber,Tod;Hicks,Jessica","Wendy Puryear, Kaitlin Sawatzki, Nichola Hill, Alexa Foss, Jonathon J. Stone, Lynda Doughty, Dominique Walk, Katie Gilbert, Maureen Murray, Elena Cox, Priya Patel, Zak Mertz, Stephanie Ellis, Jennifer Taylor, Deborah Fauquier, Ainsley Smith, Robert A. DiGiovanni, Adriana van de Guchte, Ana Silvia Gonzalez-Reiche, Zain Khalil, Harm van Bakel, Mia K. Torchetti, Kristina Lantz, Julianna B. Lenoch, Jonathan Runstadler Highly Pathogenic Avian Influenza A(H5N1) Virus Outbreak in New England Seals, United States https://doi.org/10.3201/eid2904.221538 Emerging Infectious Diseases, (): , , 2023 Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",3/31/22,3/31/22,EPI_ISL_18133029
EPI_ISL_18133479,EPI2712730|A/Great Blue Heron/New York/USDA-009396-002/2022_HA,A/Great Blue Heron/New York/USDA-009396-002/2022,3/2/22,North America / United States / New York,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_17260687
EPI_ISL_18132380,EPI2703959|A/Sanderling/Massachusetts/USDA-007696-002/2022_HA,A/Sanderling/Massachusetts/USDA-007696-002/2022,3/2/22,North America / United States / Massachusetts,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_11897701
EPI_ISL_16641765,EPI2311303|27268|22HP00127|HA,A/sanderling/MA/22HP00127/2022,3/2/22,North America / United States / Massachusetts / Barnstable county / Barnstable,original,Icahn School of Medicine at Mount Sinai,22HP00127,Icahn School of Medicine at Mount Sinai,22HP00127,Harm van Bakel (Icahn School of Medicine at Mount Sinai / Genetics and Genomic Sciences),"Sawatzki, Kaitlin; Puryear, Wendy; Patel, Priya; Foss, Alexa; Runstadler, Jonathan van de Guchte,Adriana; Silvia Gonzalez-Reiche,Ana ; Khalil,Zain ; van Bakel,Harm","Wendy Puryear, Kaitlin Sawatzki, Nichola Hill, Alexa Foss, Jonathon J. Stone, Lynda Doughty, Dominique Walk, Katie Gilbert, Maureen Murray, Elena Cox, Priya Patel, Zak Mertz, Stephanie Ellis, Jennifer Taylor, Deborah Fauquier, Ainsley Smith, Robert A. DiGiovanni, Adriana van de Guchte, Ana Silvia Gonzalez-Reiche, Zain Khalil, Harm van Bakel, Mia K. Torchetti, Kristina Lantz, Julianna B. Lenoch, Jonathan Runstadler Highly Pathogenic Avian Influenza A(H5N1) Virus Outbreak in New England Seals, United States https://doi.org/10.3201/eid2904.221538 Emerging Infectious Diseases, (): , , 2023 Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",1/24/23,1/24/23,EPI_ISL_11897701
EPI_ISL_18132972,EPI2708678|A/Black Vulture/Florida/USDA-006983-001/2022_HA,A/Black Vulture/Florida/USDA-006983-001/2022,3/2/22,North America / United States / Florida,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18132486
EPI_ISL_18132377,EPI2703935|A/Sanderling/Massachusetts/USDA-007696-003/2022_HA,A/Sanderling/Massachusetts/USDA-007696-003/2022,3/2/22,North America / United States / Massachusetts,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18132377
EPI_ISL_18132975,EPI2708702|A/Black Vulture/Florida/USDA-006981-001/2022_HA,A/Black Vulture/Florida/USDA-006981-001/2022,3/3/22,North America / United States / Florida,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_18133337,EPI2711595|A/Duck/Florida/USDA-006447-001/2022_HA,A/Duck/Florida/USDA-006447-001/2022,3/3/22,North America / United States / Florida,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_18133029
EPI_ISL_14937105,EPI2176514|A/bald eagle/Florida/W22-189/2022,A/bald eagle/Florida/W22-189/2022,3/3/22,North America / United States,Original,,,,,,"Poulson,R.; Stallknecht,D.; Rubrum,A.; Jeevan,T.; Walker,D.; Webby,R.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/15/22,,EPI_ISL_18133029
EPI_ISL_18132439,EPI2704426|A/Sanderling/Massachusetts/USDA-007696-004/2022_HA,A/Sanderling/Massachusetts/USDA-007696-004/2022,3/3/22,North America / United States / Massachusetts,Original,,,,,,"Youk,S., Torchetti,M.K., Lantz,K., Lenoch,J.B., Killian,M.L., Leyson,C., Bevins,S.N., Dilione,K., Ip,H.S., Stallknecht,D.E., Poulson,R.L., Suarez,D.L., Swayne,D.E.; Pantin-Jackwood,M.J.","Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",8/24/23,,EPI_ISL_11897701
EPI_ISL_16641777,EPI2311399|27280|22HP00192|HA,A/sanderling/MA/22HP00192/2022,3/3/22,North America / United States / Massachusetts / Barnstable county / W Falmouth,original,Icahn School of Medicine at Mount Sinai,22HP00192,Icahn School of Medicine at Mount Sinai,22HP00192,Harm van Bakel (Icahn School of Medicine at Mount Sinai / Genetics and Genomic Sciences),"Sawatzki, Kaitlin; Puryear, Wendy; Patel, Priya; Foss, Alexa; Runstadler, Jonathan van de Guchte,Adriana; Silvia Gonzalez-Reiche,Ana ; Khalil,Zain ; van Bakel,Harm","Wendy Puryear, Kaitlin Sawatzki, Nichola Hill, Alexa Foss, Jonathon J. Stone, Lynda Doughty, Dominique Walk, Katie Gilbert, Maureen Murray, Elena Cox, Priya Patel, Zak Mertz, Stephanie Ellis, Jennifer Taylor, Deborah Fauquier, Ainsley Smith, Robert A. DiGiovanni, Adriana van de Guchte, Ana Silvia Gonzalez-Reiche, Zain Khalil, Harm van Bakel, Mia K. Torchetti, Kristina Lantz, Julianna B. Lenoch, Jonathan Runstadler Highly Pathogenic Avian Influenza A(H5N1) Virus Outbreak in New England Seals, United States https://doi.org/10.3201/eid2904.221538 Emerging Infectious Diseases, (): , , 2023 Leonardo C. Caserta, Elisha A. Frye, Salman L. Butt, Melissa Laverack, Mohammed Nooruzzaman, Lina M. Covaleda, Alexis C. Thompson, Melanie Prarat Koscielny, Brittany Cronk, Ashley Johnson, Katie Kleinhenz, Erin E. Edwards, Gabriel Gomez, Gavin Hitchener, Mathias Martins, Darrell R. Kapczynski, David L. Suarez, Ellen Ruth Alexander Morris, Terry Hensley, John S. Beeby, Manigandan Lejeune, Amy K. Swinford, François Elvinger, Kiril M. Dimitrov, Diego G. Diel Spillover of highly pathogenic avian influenza H5N1 virus to dairy cattle https://doi.org/10.1038/s41586-024-07849-4 Nature, (): , , 2024",1/24/23,1/24/23,EPI_ISL_11897701
